edad,ingreso_mensual,antiguedad_cliente,saldo_promedio,cantidad_productos,transacciones_mensuales,uso_banca_digital,deuda_vigente
33,1627889.2812935705,3.5049680341544276,519527.00593507476,4,21.766189084617565,65.04936553584075,7334883.279523997
41,2183534.5484399293,5.2929597618129955,1450439.6302178635,3,58.93057614242918,59.43957826776136,2638767.9253311325
53,4052720.817260382,15.650039215045561,6615299.196431762,6,29.812571134238077,49.025119944552245,1635486.892343522
27,746324.7160239412,2.8079057817041795,293403.06413348997,2,29.288430974910113,84.48243823527707,360562.9045954887
43,1657823.4386399665,5.063412644492724,505335.737182255,4,56.55416819955221,70.75412294213412,2564844.625444654
51,4135368.7861352717,17.408740435092096,7268181.1961098835,8,37.793646873022354,46.07905757117184,1648708.3532469023
28,952167.2104134221,1.179838567216235,291902.4870755869,2,53.82061782952533,96.46905133859211,429067.99905434944
30,1925153.1390241357,10.687584746918938,836021.0543255067,4,59.020414616546816,76.9954734207434,2881201.0761884903
49,1306260.2244723274,6.067547258218629,471204.3265569499,2,34.42047030367829,47.355580116180704,6763693.026928567
41,1745690.2104908118,9.40811165152001,1417792.3055711777,4,60.06888385792987,84.02783256060603,3142173.656051164
71,3978163.048928035,16.03846764371143,6609688.535869995,6,50.127148460698336,50.56470234263125,1574988.7977731598
49,2007239.203462104,7.784276484424666,1470424.4555473034,4,65.90406017696374,76.82991905163001,3242768.2754591308
18,983405.136643092,-0.758801780532461,320624.94043182966,2,57.77276687449661,88.19323891399995,657477.4377413169
55,5018828.392394997,14.475947404028105,7864905.962138161,8,46.30080165647822,58.38821929132531,1614143.7613513784
58,5902104.474271304,13.517081281747458,5848599.389985762,7,41.11670666372987,41.67734611714785,1579835.0436762392
42,4007436.3053024593,14.68132145670283,6759148.732639844,8,35.60985839788896,39.98112211138537,1501499.091742804
20,707463.3189775746,1.8094253835030378,390015.5293777521,2,51.23407602133679,86.06878236910046,414150.3456033416
26,919614.1522101116,2.2461256810398895,208167.46799957257,2,62.96148196574964,90.65827333820054,613523.66493585
22,1106962.0726047673,1.9665887900841965,343252.7091245292,1,51.10671757090251,87.42806955913002,606494.5640618742
40,2013721.2308564035,4.963276594339677,1569712.085681448,3,72.98773288435913,87.54153950391823,1908813.8564091255
31,1964514.5542049662,2.669895283683341,1991073.3738184865,4,52.68842597028374,59.57088978947313,1795539.8171682665
54,4186951.145218839,14.816953400408323,8816122.806722665,8,27.552733268296123,49.935063699990486,1880050.5150010372
20,1156525.7567861988,2.2003839916359014,170271.40358929298,2,55.84580067881444,86.39448350234588,574572.7624335793
55,1631707.5223668332,4.596815210246245,492995.2546972233,2,23.449542730693977,37.16656005406943,6348468.595335765
36,1738494.1120151891,3.9726036298229657,568382.3469518377,2,30.473751810937657,60.074026278135676,6833513.991739666
38,1484553.8620610812,3.0220687546919214,252018.6279929808,3,37.74403758181126,68.8361325016883,6607666.44538902
48,1664323.2454563424,7.564529694593233,403033.9354663,2,41.99575882606162,72.86576105353429,5565358.172483955
48,1275774.6158662953,4.585341369142218,155227.25001843995,4,25.681758109192373,63.8443174953863,5812908.426817707
42,4458444.0160563085,11.44686068270131,6941273.53910721,8,22.713712228581645,48.278259237380034,2215017.0153535926
29,831854.0191270376,2.492829685356715,338873.70853008516,2,48.625028779459804,94.17432369601501,497221.6642844696
40,1615979.964439583,4.600481009853748,430389.10182788933,4,31.6225311252989,61.4597021887263,4905037.328060169
45,1310566.9539294583,3.608131522691533,519562.59924295417,2,38.975817521884046,82.77520011767018,6812560.04944631
41,1644901.5735072726,5.876615747987713,1303157.8423165241,5,30.853324192630307,78.39753596722774,2089561.4541886244
38,1810848.4146720085,4.026564055349089,1725124.8662156546,3,70.25341706340163,88.33537417355105,3244004.1025043083
55,4099258.593967744,13.859988436133483,5880063.158871299,6,39.3950040466262,55.92427815643755,2123491.3962639817
58,5112006.155510215,13.21531794068321,7536421.8442479065,6,42.81850670151072,75.8390115095183,1910891.3554833687
34,1540065.355109722,5.43018357914113,584892.639121554,3,37.31682011776737,73.84063832569967,6140665.805730678
43,2053905.7346887605,2.7145191422485535,918152.9587131708,4,45.093873899108914,81.28997263171557,2290844.3344552144
24,1034323.3069908328,2.2005599331902697,311029.82934887137,2,53.92912292825714,95.36286970233708,396687.72138236585
31,798980.6386829811,1.9513611407918896,413383.3495151088,2,46.165439971003636,87.08681653638583,261363.71909503645
23,906071.8432057359,1.2602379510320758,376958.00536871393,2,37.57242046315166,86.71646088739215,565913.8906694136
47,4638901.9189353855,14.991971276686966,7971461.9368221825,8,36.91170949024186,37.95584650102478,1920662.3652899545
36,1935922.4652205666,6.136145546475462,746244.1197021392,4,70.92724193387292,84.40228016230854,2149110.192265289
44,1092683.5718333633,8.562686111078897,513939.3203681817,2,37.85588774334269,71.48199646465933,6861218.205071276
28,1045126.6254051265,0.824678121619812,437523.5496472955,1,32.073454553133935,93.97328130660891,439195.7876649541
36,2259149.04533923,10.150475332638418,1484893.4972347189,4,69.02591011170429,72.50390081899157,3099706.507466408
22,931015.9165360598,2.4883433006792184,471762.736458101,1,42.60885177737801,92.60615818094504,314626.152294128
42,1939870.9909491285,7.1555178227194745,1751800.6816303749,4,68.84143895192467,63.81192466115062,1266796.5716107113
27,2002249.8004768586,6.865111423556021,1547589.2477593129,5,83.81702166240396,70.33510755617512,2689989.841982559
28,690501.9443919815,2.341405864690304,222859.5012934848,2,32.65240395829219,91.43066388304518,735405.0218807256
27,1305243.516260512,8.782269966327389,1691880.9349629402,4,55.58412964755928,75.27659853324941,3411202.8425213844
41,1835815.9499260085,6.535383303695967,1463988.9371702983,5,52.43586523901117,66.14867848251546,2078085.1319322432
20,1173872.4937733186,2.3042342769627564,87064.99428709148,2,40.62072910829703,85.14988756860997,659325.755279971
35,654742.4805105515,1.3381808937600432,231499.81558275723,1,35.912989236971455,84.99525387813331,573654.8316390074
55,2038692.584871017,3.4276048500347196,540504.685808206,3,31.810797312779677,84.71451253724636,5146521.121151136
33,816111.2000963821,-0.1092994123863229,347189.7264951296,2,57.19497741551575,98.53180346373924,302983.8229336493
27,899898.3747987801,0.35285936574860943,301738.62715574214,2,58.93076852901382,84.74202976863896,739974.3131262162
35,2144930.8746907865,3.806999015224244,1330549.9507057236,5,77.9878057505924,89.10568899724952,2330328.7448225953
28,768246.9043695774,1.8164420158832872,273009.33592717734,2,34.52496730493606,92.76905370501909,449810.54765798734
19,1015529.8255024912,3.897522899829524,339848.21579066396,2,35.95623435141002,92.75132667122472,501882.5830368779
34,1439422.5478028385,8.232517750408164,415004.635892562,4,44.52881588224575,45.66765617459643,6959379.606561411
68,5317342.559345379,12.275523581277584,7646681.712491026,6,51.345318467954925,42.988842291586494,1925602.2658302225
36,2035595.4268077842,6.043367155375834,553337.2846479748,5,55.59775603174628,73.91412261620518,2954682.2170541626
43,1392935.4288800093,2.145062048197518,233348.9679791844,4,31.178749381299394,65.86510147568053,6267738.387965409
36,1606891.9571934084,5.449570928588421,442882.7558535424,2,31.944719864915168,58.62077527493355,5514304.999652068
37,1497555.006330425,4.9457860545076775,516521.38981475093,2,38.78319369964816,62.46683519110222,5448012.178714789
38,1752158.240649643,6.925373704315382,1422774.7878343905,5,57.16341540507088,78.75820459521705,1759208.095448559
30,991825.829776465,3.1914558913820787,415867.3658414543,1,41.89157498023701,88.05943399815673,574430.0219766628
40,1948053.1343312752,7.652291045681459,1422918.9352145304,3,68.512086236015,76.8689609669366,2988184.7677471284
52,4583793.571790948,14.594495512501517,7003327.6341055315,7,51.53763225862322,36.28160567997401,1601023.6554074744
34,1813153.7655200264,8.741566461286844,1039071.6134347386,4,51.6901058010407,82.78897555945122,2804231.3168009906
23,1939191.320036489,7.759666801978869,676528.3466915949,3,24.00013228460272,44.63938304261329,6040074.110996021
45,1768608.2202779618,9.408725018638194,1422658.218655711,3,75.00596735873896,81.26545972619178,2479390.531912691
50,4619701.068806861,16.694267515711605,8287570.902733221,5,44.77913015032013,46.34888645669046,1896104.4786052264
42,1530252.7028287458,6.645071464196301,1660164.5262137977,5,61.12623223026262,64.30097967783077,2878124.4159767143
52,4214933.80315247,13.36404052557597,5904304.597133766,8,39.23737362037153,32.82948438768513,1276950.3625942697
23,872302.8843552244,1.4909710894087955,415016.0910241853,2,41.881352368354946,95.85973260219502,513845.36015393306
55,4809559.600344992,18.764090679168916,6663431.011246696,5,62.565641262624894,59.33129441323947,1214714.721613157
32,959770.9217325904,1.2619227800241242,300892.3510100226,1,39.361488636949964,85.87211054676023,496867.90444709355
38,1689541.3810349503,4.81522506135533,1459913.1516118546,3,59.483969660655376,84.4846449857444,2912301.736753621
27,1055307.7504274873,1.9183804104913709,218640.03710188603,1,39.536682542050954,83.71074058550938,458225.18945131014
54,4468823.70512147,18.529967302056274,5933740.843541019,5,44.231471657426404,45.184007930780325,2544173.60161356
31,942453.2245519293,1.208886942243418,141002.06328308157,2,46.33251478414977,92.29505953306922,541832.5954659928
60,4817250.240516354,11.872146632289544,6524462.35761526,7,50.055638527828265,55.46178537179,1933386.348770284
51,3961049.078426403,20.548463639369473,8607815.125146143,5,54.00134344153939,43.72370010050912,1945250.288057908
34,1492562.37600138,7.961755332594734,1177147.523390393,4,68.21627772058126,76.74232710586286,2166651.2119314093
47,3671501.5045505995,20.5409440588743,7370658.262903957,7,26.761680652933176,62.67830083940996,1380140.7748250137
21,1111836.669966575,2.1190371179994285,472510.16901521664,1,42.33352336477628,88.76288829325136,563603.125485571
30,848354.0400192908,2.0740972020512474,397167.50582063996,1,39.17486312678865,86.33392085308151,499893.5205799202
30,907347.6678334321,2.7784991070010943,251985.24143487978,2,41.30811005004842,95.98487590058674,564305.8940236389
21,644438.7057890863,1.4577046578558603,239404.19260350053,1,35.850454541012596,93.35536298161989,14280.325011546025
15,779704.9047392048,0.7604138217401204,479094.97575932875,1,28.813744558977007,90.42588174955016,424944.66728305654
36,1669156.725472158,3.1295840704375424,717437.6117315596,3,79.88846595399781,69.11710051141212,2719654.346086602
26,1061559.0944310795,2.5290001283348316,405720.1743064902,2,70.7393676913208,87.49139636059766,443713.7959966051
45,1431476.4486808388,5.390226490074717,537855.5190251329,2,36.136731460683194,65.81085844812233,6057662.757545936
46,4292104.836808638,15.388476414523785,6945702.157576479,5,43.187247544859034,59.7154951983498,2119961.9737194735
22,863641.2239255913,0.5410759169131125,428915.4520178806,2,29.527472585289978,92.96599524011374,323786.680961926
27,917203.5398977215,3.24096944088046,342092.2545944986,1,39.41058373817644,91.39375837301263,628800.1671678285
39,1880125.4034923795,9.780729329645158,1695115.9382691057,5,63.749923469832076,89.5684980183825,2064282.397257674
33,1883692.8902885104,8.21702312497357,1359703.0444981074,5,46.40140145900499,83.31604471740282,2862827.415105858
20,585059.0668488962,2.070596573572229,397151.4810479324,1,32.50843043547953,94.28570524128455,485190.93084299954
10,881798.546790859,2.825754151342881,341079.1302950013,1,49.537660048714514,89.58214715305182,356736.8578336487
49,1670815.6513448355,6.171227271397207,262885.8186957266,3,30.924471807976598,64.59516719831646,7118673.302904361
52,4150440.895658095,17.161241041741246,7067960.502080087,7,39.659602285375364,36.28863664909295,1784073.705913384
42,1213086.7346117254,4.554064110399305,1073065.2591627615,4,49.418167844834315,67.4011564431271,2269970.1591720236
33,1086742.3515159835,7.394924372914744,473835.499201562,3,35.76601649001663,44.35864731413305,5721006.370477124
31,1909047.8819036607,7.2049881389963515,965772.2912863278,3,62.69852796663358,73.4491777475419,2823051.9607826597
27,847324.9602568122,3.7427760397594954,230033.00057651714,1,42.15868238868279,97.80776747723861,442919.26714807434
19,756808.2499511035,1.8938285154190024,255637.90478161137,1,43.36612452509541,93.68406907977882,375118.1750925033
19,813328.851631203,2.5508414275478564,233146.72436483347,2,36.943455283542725,93.80338221979875,415207.9628586303
55,4959291.535662908,8.968778512456193,5984829.356467051,5,20.45388154072458,41.919490821555264,1884554.8699488204
34,1548003.509522741,5.65675809755602,1637927.4872231558,3,54.37119896839862,74.49698535897315,2426064.624592228
54,4923039.374865431,14.031516968637122,7150874.766138498,6,26.301198357798597,52.672787505901844,1984894.489704763
25,912635.0612398424,1.9585362368946668,136779.97537412733,2,39.37625202506709,86.1120665952632,417541.88530132675
39,1428769.3345463565,3.867838924914414,552217.6720009034,4,24.84933895760188,77.15293487569956,6976907.230523898
45,2011104.2161359321,6.556722055432016,1590097.894745125,5,78.61185451855255,80.30906832756891,1757558.9627700783
53,4143613.522554067,8.383648615830143,6667331.237718186,5,36.371497310024445,64.13403512361198,2029641.9724380933
18,609036.1585556676,1.937433293550025,216991.45719063352,1,44.30730198991754,93.30121466616559,592295.335494597
26,826389.183674493,2.6383878464840964,324415.1739789404,1,58.717325665485546,76.84484686379653,792601.57217873
25,1063567.8693354954,0.5443522853382634,189419.72508020062,1,48.377099788288895,90.01057191386333,743878.5109096512
49,1278830.028222936,5.2646536225188605,309527.2255161692,3,34.126621889488334,77.62499775994975,4470534.488690998
55,3867905.8424856123,13.06058770315841,6483445.562781024,7,37.912778964895686,43.55846561929242,1202601.768600156
40,2057032.9055254594,5.6240316701403685,511225.7578116633,5,76.12637101803983,78.4387777147363,2446480.754035603
41,1930801.285307012,3.9971761396170473,391838.53668490425,4,28.998983950992045,64.8971182542016,3987780.2071550586
29,1152056.8963850816,5.123540687921486,268941.105130991,3,30.658099468802142,74.91216309051026,5683087.8805656545
48,1535876.91253056,8.449171764496242,286940.17507885164,4,27.629561016513993,55.76206512038076,5597318.299205482
44,1840911.0995918019,3.140637284963133,767031.8447157831,3,81.66395578581276,76.92883794079565,2742856.6944143674
30,1881513.175139893,5.18834012174496,1318708.2494531248,5,60.15704740541608,76.57096045304671,1930614.4235615
24,672166.3347587027,1.6231967675749117,298756.83141202026,1,58.096946820823426,84.60921538090142,641583.1026084931
25,794818.2701240262,1.3636353168239213,191902.12676028284,2,49.71092206026104,95.9677598279583,544914.8593466852
59,4038219.431357746,15.74455844718462,7532827.109978583,6,49.40927781573172,74.79309010638909,1930476.6123018626
24,983211.9461704344,1.1181563682394464,541247.608011918,1,57.41263640244161,100.00763553767979,601543.2537616116
61,3967796.5196039095,11.134142241712354,5943292.383178182,6,45.84966394414106,54.251583273484044,1429775.5368703362
29,847814.9995928687,2.3504896751832214,279547.856323374,2,32.392875923948466,86.92147458042136,760374.5894742059
48,1395684.2397799832,3.695000335280562,290558.6673263749,3,30.677464444810674,62.535825823999176,5277295.606034238
34,1608463.227335703,9.877753949552433,1290421.8307835357,4,62.33899782013267,57.31317813045956,2739898.3675614353
26,1002646.7006276312,3.847127744473952,157819.9376545074,2,41.1939656232106,99.56854117140942,381505.52977062116
58,4214674.64312257,10.880464137615453,6430140.085668125,5,48.40999602369729,61.51718038958668,1172207.9453303337
54,2163659.9128293293,3.3720316469807012,272129.1682750984,4,17.264341541328744,50.63847406323614,6233662.134542079
24,848797.790147743,2.048952020255282,396333.65457543253,1,48.400351876525036,96.27244519009817,684503.3957321674
21,940436.1201077228,1.7837187086467456,414265.2253517393,1,48.713857334220144,94.30258772880669,342534.10038574133
59,4457234.794547187,17.070731057369322,7659475.073738371,5,24.795326044970007,66.99832745129589,2128611.651304397
28,1650487.2761329035,3.0495661307206214,481809.30265397334,3,26.893697846467866,77.74003638948429,6327860.527090171
24,710920.6057498113,1.5656811859823194,305675.2939742637,2,54.28216808603675,92.72016840615106,397318.0393965668
41,1870092.9937271946,11.152414024272314,1208823.5896798677,3,65.82087658648524,78.10238925444648,1642530.8961698746
36,1785796.3546296041,5.293302453775343,160567.65380616594,2,40.17470685494066,67.74212439788187,5866610.24003061
56,4943122.915744365,11.651995093407525,5897983.331942401,8,49.91316866397338,59.44359706329698,1708854.829189637
23,911706.0116148111,1.4983509533716068,396513.90249317104,2,54.978164134525024,93.67777534211073,625133.0884284644
60,4117002.3245616807,14.326712101440927,7490441.32036723,8,42.42939969826561,63.26674542829768,1637455.3354279848
54,5057162.986845679,9.869416755688933,8344457.086054342,7,42.88095292434634,37.391898034764374,1254005.2181981625
56,4537132.116465645,18.89652741163613,7166430.740638034,7,28.32196855324834,62.38837331608949,2636611.7164217285
60,4298009.26246282,13.646861380770533,6612098.08714929,7,30.614675473100874,53.297400589163274,1837721.9696286032
24,1015805.9744441913,2.8361027289645735,539908.8340189401,1,47.25674802464952,85.63011091922988,375111.81933826936
62,4343868.038083674,9.719523089537939,7405086.5071866885,8,45.575119544892026,33.539374297106576,1642384.1929395334
38,1637702.3958857174,6.644765030106384,1768866.026576694,4,36.53802525207731,78.06344753775039,2414679.6406820444
39,1791704.8756354998,6.611215351738381,390621.0058067721,3,24.199385977060142,61.95195434748487,6738938.159385728
31,1669856.8081213264,6.1881693389302335,1417610.9757632734,3,69.43711846008223,57.59333110524838,1900823.1669360134
48,1945609.8559551972,5.6371436276742015,1237958.636859038,4,69.67548054813558,75.3164208170994,2888634.4995608726
44,2068327.256822084,5.183948591159463,556133.2415606594,3,30.561897638331967,65.42966102359144,5958611.366326477
58,4631842.096579493,15.301011064901477,5475071.655363825,6,36.908345217168105,58.627035368813495,1642516.7349866638
55,1216726.1319938237,5.397492737688562,358135.8908170606,3,38.308612175219814,62.76085776558149,7025547.035171222
66,4377728.210234059,11.2560613280328,7767065.139368496,5,33.08777897643431,58.881578652932504,1611816.7500153887
33,1033695.3429233916,1.9579965138614337,291774.920729204,1,28.675905696977367,85.60662179154437,367192.9560916646
39,1422645.9569897878,6.939281529958595,5812.756877206848,3,48.159349573746596,62.4007675445156,6136617.904703909
56,4898278.750378429,12.708228472431916,7355830.246750664,8,23.771681287268983,45.766378919371725,2543976.176681701
56,4105678.6014594,17.390471450444,6980454.876767169,6,39.27206158181836,48.9207830273475,2571653.7253860985
23,1114782.6362561365,3.272043506971535,380645.1828392067,1,46.71908474775431,77.73458972879263,636417.9462640329
38,1994948.9812078672,5.842127271777741,1711111.889735318,5,59.05969145840126,74.76147808705174,2827068.84517508
48,4645817.442220794,11.502697668286348,6509291.129676945,8,30.91673618740593,41.69749409583939,2094825.0690669226
34,1985139.629045375,7.808493945808757,1203541.13456077,3,84.15984831848155,71.27886650694863,3180813.978610509
24,923650.7672325386,2.958123283818079,222344.79844097127,2,70.08054594981968,91.48487376516675,567552.8278051117
40,1361595.2392900465,7.034743748000062,1061562.2874322818,3,42.92663194022268,66.7820803292896,1979825.7618161933
51,4453111.705943874,15.38090394059413,7068557.900274941,5,41.28842089842504,66.1179387166587,2151256.6416960736
27,1281185.5339518648,2.1740951371935746,350514.9931633461,1,54.52561621813487,103.52095348890421,498682.117773755
21,829537.6797764087,2.3307326103003483,339192.31980930397,1,25.211615798174293,91.92988267876022,502677.850412725
46,1310323.789504764,7.726692949359897,1415585.9742265986,3,54.33924927070362,73.3981850339524,2490783.22897998
27,894871.0101416906,3.0255398404364056,445687.7071336071,2,40.305865960591106,91.70875753402531,656317.8470478323
60,4843839.785661824,16.78117456019226,9119693.382567497,8,36.606346746186546,55.90951508227092,1701858.5062445453
55,4250397.609838625,17.401011186745627,5348284.574583473,7,34.62923972444072,42.139073885937265,1370466.2404594943
38,2004303.5314285287,4.04590972399029,216378.21064004587,3,40.36431492590524,59.98889796881319,6232040.549758879
56,4330274.831500873,16.50743065853876,7105497.5728576435,7,26.693299363921376,45.933206097435374,1988269.2002103147
52,1592732.3032957418,5.084945178372911,639282.9126238318,4,37.50498646225283,53.684052035836075,6046895.527551393
39,5097415.634720125,17.914930943900146,6953924.740267302,5,44.05672596098286,47.965587984303326,2209428.2299551144
21,680154.5153825387,2.9703170375365993,30211.768633320113,2,45.943669181280804,85.13103539770226,445683.4462283152
21,962808.4082010492,0.6200702760408852,285622.0759535451,2,28.94014667267919,92.9668350766584,243353.11008138195
38,1622420.1165804695,3.551693826512174,896926.3957631937,5,68.84363923590591,76.013470081725,3288395.997008493
23,872843.7225031632,0.6214258644059172,487789.0897626702,1,50.21501814169038,95.5848029385538,386184.2668435175
40,1866798.5380911084,7.198133803600521,1706312.9939031904,3,64.06023060888553,79.5771728944851,2015325.4723647693
23,896249.9457105929,0.4448489906828954,390921.73866509483,1,37.654150285386685,88.02639825448486,395748.13557347504
38,1657085.897032387,4.072494025861413,1168326.5407202467,4,64.97577636696678,84.41723200577903,2356116.5630368325
32,2093151.2078537135,6.981049070115865,1308961.3343269858,3,60.12759782423853,84.39928077533649,2143494.4896721058
34,1384051.8864616756,3.5741579934805836,465116.7764451297,2,41.094250296205914,68.50904728998218,5250010.225794848
55,4944739.058472333,11.263759919098346,7606109.846763225,6,49.54767480298153,47.1039330629792,1818842.2434078618
26,973704.679883004,4.254648390946335,96966.75634897166,1,49.02864156167826,86.96876994091465,662861.8563777079
54,4633794.758659813,12.014717450413624,5975835.577864762,8,36.90729966568252,57.75828694397792,1439201.145975459
40,1294945.09063999,0.2917450609783483,302940.68555083266,4,31.567672086185482,70.14040769917533,5158897.891142787
67,3919891.4892029325,17.034053533929605,8263459.148055939,5,40.41641385139221,43.5060363176168,1538446.5828865266
26,2004668.63349464,5.312609348310523,727535.8887296661,5,54.55697263535682,73.97378754635739,1974190.9279744918
49,1568576.2350295049,10.215549535180882,1422907.7425058319,3,70.57371878693843,86.74930640473178,2743884.177045343
34,1913376.2055481095,3.2046926301233998,1337888.264941297,3,79.16271162183223,82.31906808120777,2295043.4831702337
46,1653880.2042032995,3.273423718144057,620962.8305174438,4,36.41360443747035,60.01959060268147,6130958.004216059
34,2004572.7652450148,5.894329165125493,1108609.4072478374,3,80.8793407368012,86.8938227006175,2201302.008881922
33,1444939.8093600445,7.738475696688862,1265151.598801906,5,61.637792466334076,72.78763096413994,3026188.7547013443
41,2060575.539596412,6.7496382689811085,1076296.0412076279,4,53.50727143688867,80.20857860865388,2550884.6667568237
60,4645720.780702835,21.453579850686673,7263016.117942682,8,38.266957928244935,63.68330605771049,1946283.196331274
33,1867093.6831445668,7.472631834172308,1559175.0636885944,3,46.766104855192275,68.66042075424565,2985906.3301904397
59,5003939.298842019,17.69576022137808,6609998.678265141,6,39.5163325566461,40.59606996892459,2730119.5577724436
58,5515495.07651339,15.720039933287609,5707006.610986497,6,48.19321242898353,53.341087740223934,1355965.5013189623
64,5750213.339702825,12.484011944182457,5793798.365179433,7,42.195740241829505,55.1203587195378,1866544.8572601017
48,1880755.715804858,4.975393179942483,1251974.8825964234,4,63.408284985974085,69.66988779544418,2881577.443160467
25,974060.7188640264,1.9272523495986857,286957.02594495215,2,58.589701984465805,91.10788454454615,589105.0853290342
41,1898679.8243617597,5.990029910117179,1175754.4703157065,5,59.1473913279906,86.42607910435441,1861248.8011364546
56,4447782.475380423,11.035771118904556,8130421.674759659,6,40.36706003208374,45.79499852607303,1547671.156049883
22,689801.8349847256,0.3368681829349498,348354.5740800198,2,35.3796614850281,91.14652306863499,396651.8318486854
43,1822127.5128325927,10.980853513991455,968843.1294096855,4,71.3916610155892,58.12075248253083,2372873.561617099
38,2185483.109697705,3.9332726940204172,1792815.018171383,3,78.01457075273251,73.97504458113966,2413050.2790873544
38,1898237.8945461528,7.553462720596204,1072691.351993061,3,58.30397916478323,72.72649412655751,2095395.5635778822
49,1877344.9339442025,5.0916597312665015,1113344.2677188616,3,59.76118172243599,60.40305557487169,2396672.4022909766
42,1783983.8213515729,6.151255348460676,1108381.0023560065,4,56.569282555857534,71.56337055370881,1619120.092798947
49,4237787.010126619,18.47622421761729,5790537.871665057,6,44.023024981119356,48.365942097203785,1945490.528415585
51,4317233.426810811,18.3491522959934,6894768.346790484,6,50.60212623367171,67.80966877943132,1976226.6142719162
55,3910711.4202677747,15.098958881215031,7277817.315896374,7,40.390367325913104,69.5362523112209,1277677.5029601408
45,4477893.300902509,16.887157493364278,7681620.74960452,7,39.33572564629424,68.91864544520416,2026382.7040157884
27,1527175.8695612566,6.152361415388852,320949.68239555747,4,29.65526307296766,57.963109582317216,5634080.299709785
47,4519645.615945374,17.607384702169327,5602854.159883312,6,30.47731831008774,72.06301780674775,1906271.8538282667
37,1347375.8622600972,6.5232397588651985,211654.2785439171,3,35.97183915958919,68.45239219551794,5431594.511925399
39,1728179.5398000604,7.0644818951754775,539490.7212856591,2,23.487245736896732,87.34192119259731,5453274.285393135
61,4203381.079626964,14.858180172822244,7251791.286884915,8,34.58934169083631,50.12531031122229,2013379.6023964267
35,2019410.7315265224,8.201181241602669,885385.2026099374,3,63.284400366987875,66.86124934069193,2761417.0929719987
26,615941.3422747139,2.883278566007192,394662.0038532779,1,32.43393263800546,82.34248466409699,615097.3250831576
48,4706016.728164882,16.1375369851295,8529012.001252532,5,40.57342377930073,49.31478914053004,1655399.7542816265
40,1417675.0489552792,3.956044156536461,1069265.4623662315,4,62.122640941591335,67.35534737242735,1989088.857326365
52,3697909.6306002666,13.527933696081117,6766769.060845271,6,24.455563769854002,61.61542076039624,953683.274518082
44,1562023.1085875116,7.737397872683188,1176961.5775162617,5,69.57229114888902,84.36008230930705,2433934.197029077
59,4892038.129690364,10.89203077844769,7456104.927804782,8,37.143628147389904,61.10472267253553,2432923.13276073
22,837508.6014237255,3.277331551107899,322178.143020209,2,38.02988347208956,97.39082523548775,583525.2776048171
26,1022603.5790302207,1.0142991621152855,366997.7741753452,1,31.688424407471967,84.6088878128009,693463.0645621184
55,4666713.499187321,18.838325222275387,6771404.45479447,7,40.68664025637092,46.19858805318394,1582197.8390612039
37,1702865.4177646148,6.06732483910468,844772.1814716253,5,46.360631417679485,79.16292081098379,1656824.427809048
50,1782353.5874072039,3.8438701399271773,354570.732807388,2,24.982755850098112,74.93270795795515,5834819.900174575
40,1882593.2452154872,3.3755455259643545,1169168.1922615455,4,51.63731882856517,74.79167052814553,1600179.3678017152
58,4261200.09137227,11.644599152526654,6699019.067591786,6,50.62459028740619,60.479696754905845,1685722.6188948331
41,1937598.8693731402,5.336352711541873,1736787.7486375952,3,48.30350094519336,75.56393436194921,3076922.4572617724
40,1901856.0241249623,2.65143460661253,524421.7626397883,3,40.392427382661495,64.78525744594947,6446629.764996912
29,1132684.4325206385,3.5047328153124755,444435.87016167206,1,41.754654737804316,84.13996935847479,456130.9279662735
19,859735.3925889081,2.7527710102571628,249348.59225954098,1,42.26323379358061,88.67466409675963,565922.9446985339
40,1545631.0787572737,1.7577870127663315,1240808.5127704288,5,61.000608063803654,85.00835237514403,2858894.1706855115
36,2179110.886308272,9.160565982086752,1253527.8181871201,4,66.67678332890864,90.2235774929149,2686176.066846926
42,1680573.6910396977,7.095598928131163,891069.5127385252,3,63.08248404553591,71.37482835094713,2315388.5083108605
46,1179584.7861437511,4.4420768808067415,397520.35223407333,3,33.46754427489729,73.3528475699944,6187106.32069885
31,802336.9067150537,3.8599921199257228,391991.1465070749,2,44.29453358422091,80.90868247201719,733693.8095341871
56,4624247.469077434,13.40264620323844,7554720.420613189,7,45.74064905863555,34.651888771255315,1340562.2044221591
56,4508234.034025962,18.754597433555027,7046063.836785773,5,42.07246360189978,63.99834440804755,1585267.7198051712
52,1672754.3532569825,4.7835517011512865,611175.5905582403,3,21.441584989049588,52.35983815175643,7421375.216790844
29,1968460.7270328985,8.274968682940905,1548453.6696937596,5,42.299930332229565,94.12306763691929,1905805.9725192408
26,921509.5146259229,1.9647623250660307,339746.87275394506,1,36.84510173419254,95.76426627114067,677501.2934231049
65,4401952.631496929,15.550184244541853,8328284.416505214,5,35.76430283107042,67.12128557601541,1733563.8755841416
23,955512.4090474471,3.8090864666704265,277818.1836053565,1,41.49205748751383,96.49358318489429,219734.30627333967
44,2090001.133477035,5.549995070863931,1673802.3328703467,4,54.16611025374041,78.05916860213273,2704119.022897629
30,732072.7830349504,0.5350126180836281,422065.662017556,1,48.955389993361074,92.24304408775457,412162.83686538506
42,1486650.3691704434,2.8986150853585055,337693.5501613905,2,38.86723808157854,66.11440008586764,6366437.865102762
